benchmark,config,avg_sim
fs_dice/queries-ASN1.Spec.Value.OID-19.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-2.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-20.smt2,,99.47
fs_dice/queries-ASN1.Spec.Value.OID-21.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-22.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-23.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-24.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-25.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-26.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-27.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-28.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-29.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-3.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-30.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-31.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-32.smt2,,99.47
fs_dice/queries-ASN1.Spec.Value.OID-33.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-34.smt2,,99.47
fs_dice/queries-ASN1.Spec.Value.OID-35.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-36.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-37.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-38.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-39.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-4.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-40.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-41.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-42.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-43.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-44.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-45.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-46.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-47.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-48.smt2,,99.47
fs_dice/queries-ASN1.Spec.Value.OID-49.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-5.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-50.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-51.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-52.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-53.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-54.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-55.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-56.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-57.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-58.smt2,,99.39
fs_dice/queries-ASN1.Spec.Value.OID-59.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-6.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-60.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-61.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-62.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-63.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-64.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-65.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-66.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-67.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-68.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-69.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-7.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-70.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-71.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-72.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-73.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-74.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-75.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-76.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-77.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-78.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-79.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-8.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-80.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-81.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-82.smt2,,99.47
fs_dice/queries-ASN1.Spec.Value.OID-83.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-84.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-85.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-86.smt2,,99.39
fs_dice/queries-ASN1.Spec.Value.OID-87.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-88.smt2,,99.44
fs_dice/queries-ASN1.Spec.Value.OID-89.smt2,,99.45
fs_dice/queries-ASN1.Spec.Value.OID-9.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-90.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.OID-91.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-92.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.OID-93.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-94.smt2,,99.43
fs_dice/queries-ASN1.Spec.Value.OID-95.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-96.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.OID-97.smt2,,99.45
fs_dice/queries-ASN1.Spec.Value.OID-98.smt2,,99.45
fs_dice/queries-ASN1.Spec.Value.OID-99.smt2,,99.45
fs_dice/queries-ASN1.Spec.Value.OID.smt2,,99.41
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-1.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-10.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-11.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-12.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-13.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-14.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-15.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-16.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-17.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-18.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-2.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-3.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-4.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-5.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-6.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-7.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-8.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING-9.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.PRINTABLE_STRING.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.StringCombinator-1.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.StringCombinator-10.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.StringCombinator-11.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-12.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-13.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-14.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-15.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-16.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-17.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-18.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.StringCombinator-19.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-2.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-20.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-21.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-22.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-23.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-24.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.StringCombinator-25.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-26.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-27.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-28.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-29.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-3.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-30.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-31.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.StringCombinator-32.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.StringCombinator-33.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-34.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.StringCombinator-35.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.StringCombinator-36.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.StringCombinator-37.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-38.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-39.smt2,,99.36
fs_dice/queries-ASN1.Spec.Value.StringCombinator-4.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-40.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-41.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-42.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.StringCombinator-43.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-44.smt2,,99.4
fs_dice/queries-ASN1.Spec.Value.StringCombinator-45.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-46.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-47.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-48.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-49.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-5.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-50.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-51.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.StringCombinator-52.smt2,,99.37
fs_dice/queries-ASN1.Spec.Value.StringCombinator-53.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.StringCombinator-54.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-6.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.StringCombinator-7.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.StringCombinator-8.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.StringCombinator-9.smt2,,99.42
fs_dice/queries-ASN1.Spec.Value.StringCombinator.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-1.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-10.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-11.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-12.smt2,,99.35
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-13.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-14.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-15.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-16.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-17.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-18.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-2.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-3.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-4.smt2,,99.31
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-5.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-6.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-7.smt2,,99.33
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-8.smt2,,99.34
fs_dice/queries-ASN1.Spec.Value.UTC_TIME-9.smt2,,99.32
fs_dice/queries-ASN1.Spec.Value.UTC_TIME.smt2,,99.31
fs_dice/queries-L0.Base-1.smt2,,99.45
fs_dice/queries-L0.Base.smt2,,99.44
fs_dice/queries-L0.Core-1.smt2,,99.76
fs_dice/queries-L0.Core-10.smt2,,99.81
fs_dice/queries-L0.Core-11.smt2,,99.79
fs_dice/queries-L0.Core-12.smt2,,99.77
fs_dice/queries-L0.Core-13.smt2,,99.77
fs_dice/queries-L0.Core-14.smt2,,99.76
fs_dice/queries-L0.Core-15.smt2,,99.77
fs_dice/queries-L0.Core-16.smt2,,99.77
fs_dice/queries-L0.Core-2.smt2,,99.78
fs_dice/queries-L0.Core-3.smt2,,99.77
fs_dice/queries-L0.Core-4.smt2,,99.78
fs_dice/queries-L0.Core-5.smt2,,99.78
fs_dice/queries-L0.Core-6.smt2,,99.8
fs_dice/queries-L0.Core-7.smt2,,99.8
fs_dice/queries-L0.Core-8.smt2,,99.77
fs_dice/queries-L0.Core-9.smt2,,99.76
fs_dice/queries-L0.Core.Lemmas.smt2,,99.76
fs_dice/queries-L0.Core.smt2,,99.77
fs_dice/queries-L0.Declassify-1.smt2,,99.87
fs_dice/queries-L0.Declassify-2.smt2,,99.82
fs_dice/queries-L0.Declassify-3.smt2,,99.81
fs_dice/queries-L0.Declassify.smt2,,99.87
fs_dice/queries-L0.Impl.Certificate-1.smt2,,99.79
fs_dice/queries-L0.Impl.Certificate-10.smt2,,99.77
fs_dice/queries-L0.Impl.Certificate-11.smt2,,99.75
fs_dice/queries-L0.Impl.Certificate-12.smt2,,99.75
fs_dice/queries-L0.Impl.Certificate-13.smt2,,99.74
fs_dice/queries-L0.Impl.Certificate-14.smt2,,99.78
fs_dice/queries-L0.Impl.Certificate-15.smt2,,99.74
fs_dice/queries-L0.Impl.Certificate-16.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-17.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-18.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-19.smt2,,99.77
fs_dice/queries-L0.Impl.Certificate-2.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-20.smt2,,99.77
fs_dice/queries-L0.Impl.Certificate-21.smt2,,99.77
fs_dice/queries-L0.Impl.Certificate-22.smt2,,99.79
fs_dice/queries-L0.Impl.Certificate-23.smt2,,99.79
fs_dice/queries-L0.Impl.Certificate-24.smt2,,99.77
fs_dice/queries-L0.Impl.Certificate-3.smt2,,99.78
fs_dice/queries-L0.Impl.Certificate-4.smt2,,99.78
fs_dice/queries-L0.Impl.Certificate-5.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-6.smt2,,99.75
fs_dice/queries-L0.Impl.Certificate-7.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-8.smt2,,99.76
fs_dice/queries-L0.Impl.Certificate-9.smt2,,99.75
fs_dice/queries-L0.Impl.Certificate.smt2,,99.76
fs_dice/queries-L0.Impl.Crypto-1.smt2,,99.46
fs_dice/queries-L0.Impl.Crypto-10.smt2,,99.75
fs_dice/queries-L0.Impl.Crypto-11.smt2,,99.77
fs_dice/queries-L0.Impl.Crypto-12.smt2,,99.77
fs_dice/queries-L0.Impl.Crypto-2.smt2,,99.45
fs_dice/queries-L0.Impl.Crypto-3.smt2,,99.45
fs_dice/queries-L0.Impl.Crypto-4.smt2,,99.43
fs_dice/queries-L0.Impl.Crypto-5.smt2,,99.44
fs_dice/queries-L0.Impl.Crypto-6.smt2,,99.5
fs_dice/queries-L0.Impl.Crypto-7.smt2,,99.42
fs_dice/queries-L0.Impl.Crypto-8.smt2,,99.42
fs_dice/queries-L0.Impl.Crypto-9.smt2,,99.42
fs_dice/queries-L0.Impl.Crypto.smt2,,99.41
fs_dice/queries-L0.Spec.Certificate-1.smt2,,99.76
fs_dice/queries-L0.Spec.Certificate-2.smt2,,99.77
fs_dice/queries-L0.Spec.Certificate-3.smt2,,99.77
fs_dice/queries-L0.Spec.Certificate-4.smt2,,99.76
fs_dice/queries-L0.Spec.Certificate-5.smt2,,99.78
fs_dice/queries-L0.Spec.Certificate-6.smt2,,99.77
fs_dice/queries-L0.Spec.Certificate-7.smt2,,99.81
fs_dice/queries-L0.Spec.Certificate.smt2,,99.79
fs_dice/queries-L0.Spec.Crypto-1.smt2,,99.51
fs_dice/queries-L0.Spec.Crypto-2.smt2,,99.51
fs_dice/queries-L0.Spec.Crypto-3.smt2,,99.51
fs_dice/queries-L0.Spec.Crypto-4.smt2,,99.51
fs_dice/queries-L0.Spec.Crypto-5.smt2,,99.53
fs_dice/queries-L0.Spec.Crypto-6.smt2,,99.51
fs_dice/queries-L0.Spec.Crypto-7.smt2,,99.5
fs_dice/queries-L0.Spec.Crypto-8.smt2,,99.53
fs_dice/queries-L0.Spec.Crypto-9.smt2,,99.51
fs_dice/queries-L0.Spec.Crypto.smt2,,99.51
fs_dice/queries-L0.X509.AliasKeyCRT-1.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyCRT-10.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyCRT-11.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyCRT-12.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyCRT-13.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyCRT-14.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyCRT-15.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyCRT-16.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyCRT-17.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyCRT-18.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyCRT-2.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyCRT-3.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyCRT-4.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyCRT-5.smt2,,99.77
fs_dice/queries-L0.X509.AliasKeyCRT-6.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyCRT-7.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyCRT-8.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyCRT-9.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyCRT.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS-1.smt2,,99.75
fs_dice/queries-L0.X509.AliasKeyTBS-10.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS-11.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS-12.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS-13.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS-14.smt2,,99.76
fs_dice/queries-L0.X509.AliasKeyTBS-15.smt2,,99.75
fs_dice/queries-L0.X509.AliasKeyTBS-16.smt2,,99.77
fs_dice/queries-L0.X509.AliasKeyTBS-17.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS-2.smt2,,99.76
fs_dice/queries-L0.X509.AliasKeyTBS-3.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS-4.smt2,,99.77
fs_dice/queries-L0.X509.AliasKeyTBS-5.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS-6.smt2,,99.77
fs_dice/queries-L0.X509.AliasKeyTBS-7.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS-8.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS-9.smt2,,99.82
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-1.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-10.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-11.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-12.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-13.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-14.smt2,,99.83
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-15.smt2,,99.82
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-16.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-17.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-18.smt2,,99.83
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-19.smt2,,99.83
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-2.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-3.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-4.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-5.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-6.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-7.smt2,,99.81
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-8.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions-9.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-1.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-10.smt2,,99.42
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-11.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-12.smt2,,99.51
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-13.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-14.smt2,,99.51
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-15.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-16.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-17.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-18.smt2,,99.42
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-19.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-2.smt2,,99.47
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-20.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-3.smt2,,99.47
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-4.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-5.smt2,,99.43
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-6.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-7.smt2,,99.43
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-8.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier-9.smt2,,99.45
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.AuthKeyIdentifier.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints-1.smt2,,99.47
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints-2.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints-3.smt2,,99.48
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints-4.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints-5.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints-6.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.BasicConstraints.smt2,,99.44
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-1.smt2,,99.48
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-2.smt2,,99.46
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-3.smt2,,99.5
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-4.smt2,,99.46
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-5.smt2,,99.48
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-6.smt2,,99.5
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-7.smt2,,99.51
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage-8.smt2,,99.5
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.ExtendedKeyUsage.smt2,,99.53
fs_dice/queries-L0.X509.AliasKeyTBS.Extensions.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-1.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-10.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-11.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-12.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-13.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-14.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-15.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-2.smt2,,99.78
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-3.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-4.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-5.smt2,,99.8
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-6.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-7.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-8.smt2,,99.79
fs_dice/queries-L0.X509.AliasKeyTBS.Issuer-9.smt2,,99.79
